Point ID,EdgeArray_0,EdgeArray_1,EdgeArray_Magnitude,EdgePCoordArray,MaximumInscribedSphereRadius,Points_0,Points_1,Points_2,Points_Magnitude,TCoords__0,TCoords__1,TCoords__Magnitude
573,30650,30569,43288,0.817043,1.69267,43.9679,40.6298,46.3016,75.6822,0.50708,0,0.50708
574,30508,31026,43512,0.436988,1.69353,43.9569,40.638,46.2025,75.6196,0.507965,0,0.507965
575,11076,23749,26204,0.464087,1.69283,43.9394,40.6424,46.1041,75.5517,0.50885,0,0.50885
576,13539,25921,29243,0.895146,1.69437,43.9286,40.6452,46.0046,75.4863,0.509735,0,0.509735
577,17757,37778,41743,0.665663,1.69711,43.9279,40.6524,45.9051,75.4291,0.510619,0,0.510619
578,36305,37780,52396,0.0490397,1.70116,43.9376,40.6635,45.806,75.3805,0.511504,0,0.511504
579,51000,51000,72124,0,1.70616,43.9488,40.6691,45.7067,75.3298,0.512389,0,0.512389
580,56219,62805,84291,0.0536368,1.71017,43.9612,40.6732,45.6076,75.2791,0.513274,0,0.513274
581,28481,65390,71323,0.300613,1.7103,43.9767,40.6791,45.5089,75.2316,0.514159,0,0.514159
582,64739,66134,92546,0.0142913,1.70956,43.9965,40.6797,45.4109,75.1843,0.515044,0,0.515044
583,66134,66132,93526,0.64262,1.70905,44.0153,40.6714,45.313,75.1317,0.515929,0,0.515929
584,66133,43953,79406,0.603135,1.70776,44.0348,40.6586,45.2158,75.0777,0.516814,0,0.516814
585,27662,27662,39119,0,1.70408,44.0532,40.6445,45.1186,75.0223,0.517699,0,0.517699
586,23636,27820,36504,0.295686,1.70015,44.0727,40.6322,45.0214,74.9686,0.518584,0,0.518584
587,18295,30276,35374,0.846722,1.69639,44.1004,40.6155,44.9266,74.9191,0.519469,0,0.519469
588,23403,13789,27163,0.156821,1.69606,44.1214,40.5908,44.832,74.8613,0.520354,0,0.520354
589,29984,2573,30094,0.92947,1.69548,44.1366,40.5631,44.7371,74.7985,0.521239,0,0.521239
590,23512,11271,26073,0.956879,1.69399,44.1497,40.533,44.6426,74.7334,0.522124,0,0.522124
591,17040,19968,26250,0.984288,1.69249,44.1631,40.4997,44.5492,74.6675,0.523009,0,0.523009
592,28209,32773,43241,0.629081,1.6944,44.1769,40.4628,44.4571,74.6007,0.523894,0,0.523894
593,46287,47187,66099,0.124064,1.69763,44.1905,40.4201,44.3677,74.5324,0.524779,0,0.524779
594,15193,15193,21486,0,1.7008,44.2045,40.3712,44.2816,74.4629,0.525664,0,0.525664
595,30895,30895,43692,0,1.69968,44.2262,40.3298,44.1932,74.4009,0.526549,0,0.526549
596,46597,46597,65898,0,1.69857,44.2522,40.2897,44.1052,74.3424,0.527434,0,0.527434
597,35402,38259,52125,0.0203354,1.70157,44.2772,40.2411,44.0214,74.2812,0.528319,0,0.528319
598,22976,28821,36858,0.0416019,1.70477,44.3028,40.1892,43.9396,74.22,0.529204,0,0.529204
599,14129,18247,23077,0.0293071,1.70776,44.3327,40.1437,43.8559,74.1636,0.530088,0,0.530088
600,29693,29693,41992,0,1.71181,44.3638,40.101,43.7709,74.1089,0.530973,0,0.530973
601,54546,54546,77139,0,1.71668,44.3929,40.053,43.688,74.0515,0.531858,0,0.531858
602,63841,64515,90762,0.192896,1.72121,44.424,40.0029,43.6073,73.9954,0.532743,0,0.532743
603,60759,63751,88067,0.851392,1.71983,44.4598,39.9568,43.5263,73.9443,0.533628,0,0.533628
604,25172,25232,35641,0.0171016,1.7141,44.4898,39.8991,43.4504,73.8865,0.534513,0,0.534513
605,60884,60884,86102,0.0969076,1.70522,44.5253,39.8446,43.3745,73.8339,0.535398,0,0.535398
606,60887,53123,80803,0.191956,1.69702,44.5629,39.8,43.2932,73.7847,0.536283,0,0.536283
607,60887,20696,64308,0.993675,1.68943,44.6044,39.7511,43.2164,73.7384,0.537168,0,0.537168
608,60891,60330,85717,0.0331382,1.68021,44.6467,39.7011,43.1408,73.6929,0.538053,0,0.538053
609,43271,43811,61577,0.0258686,1.67031,44.6927,39.6571,43.0637,73.6519,0.538938,0,0.538938
610,36919,41909,55851,0.238754,1.66324,44.7339,39.6127,42.984,73.6065,0.539823,0,0.539823
611,32706,46050,56482,0.542059,1.65697,44.7775,39.5681,42.906,73.5634,0.540708,0,0.540708
612,45795,58517,74306,0.733419,1.65257,44.8251,39.5257,42.8289,73.5247,0.541593,0,0.541593
613,56684,57526,80760,0.0493013,1.64711,44.8731,39.4812,42.7533,73.4861,0.542478,0,0.542478
614,34838,45703,57466,0.636058,1.64093,44.9212,39.4407,42.6755,73.4485,0.543363,0,0.543363
615,38939,29478,48838,0.604023,1.6374,44.9721,39.4,42.5996,73.4138,0.544248,0,0.544248
616,54889,11243,56028,0.289423,1.63507,45.0271,39.3585,42.527,73.3831,0.545133,0,0.545133
617,43437,59719,73845,0.728786,1.63393,45.0827,39.3209,42.4529,73.3542,0.546018,0,0.546018
618,47881,47881,67713,0,1.63485,45.137,39.2846,42.3772,73.3243,0.546903,0,0.546903
619,68927,68927,97477,0,1.63261,45.1958,39.2492,42.3045,73.2996,0.547788,0,0.547788
620,63874,51470,82030,0.296922,1.6335,45.2605,39.2169,42.2354,73.2823,0.548673,0,0.548673
621,56984,31322,65024,0.614277,1.6346,45.3257,39.1841,42.1669,73.2657,0.549558,0,0.549558
622,44994,22723,50406,0.106347,1.63425,45.388,39.1524,42.0956,73.2463,0.550442,0,0.550442
623,54935,54902,77666,0.000161344,1.62985,45.4583,39.1257,42.0296,73.2377,0.551327,0,0.551327
624,10062,3557,10672,0.826026,1.61745,45.5255,39.0911,41.9644,73.2236,0.552212,0,0.552212
625,8039,18496,20167,0.3508,1.60289,45.5921,39.0578,41.8976,73.209,0.553097,0,0.553097
626,37013,36606,52057,0.050796,1.58832,45.6618,39.0208,41.8362,73.1976,0.553982,0,0.553982
627,28966,29172,41110,0.00227664,1.57283,45.734,38.9929,41.7727,73.1916,0.554867,0,0.554867
628,38776,38776,54837,0.342366,1.55887,45.8075,38.9666,41.7104,73.1879,0.555752,0,0.555752
629,38776,38776,54837,0,1.54326,45.8834,38.942,41.65,73.1881,0.556637,0,0.556637
630,22785,38774,44973,0.118968,1.53135,45.9564,38.9171,41.5863,73.1843,0.557522,0,0.557522
631,36369,15241,39433,0.426441,1.52171,46.0351,38.8888,41.5316,73.1877,0.558407,0,0.558407
632,38057,30368,48688,0.139093,1.51415,46.1146,38.865,41.4757,73.1934,0.559292,0,0.559292
633,42994,73440,85099,0.150978,1.50654,46.188,38.843,41.4115,73.1917,0.560177,0,0.560177
634,73440,73656,104012,0.292421,1.49778,46.2626,38.8286,41.3464,73.1943,0.561062,0,0.561062
635,73441,77237,106579,0.696874,1.49051,46.3338,38.8195,41.2768,73.1952,0.561947,0,0.561947
636,68311,12472,69440,0.116721,1.48324,46.411,38.808,41.2143,73.2029,0.562832,0,0.562832
637,68328,68069,96447,0.0576788,1.47858,46.4889,38.7988,41.1522,73.2125,0.563717,0,0.563717
638,68423,66612,95492,0.402742,1.47903,46.5657,38.7948,41.0883,73.2233,0.564602,0,0.564602
639,68517,65155,94550,0.747806,1.47947,46.6418,38.7937,41.0233,73.2346,0.565487,0,0.565487
640,41057,47935,63114,0.17715,1.4815,46.7179,38.7961,40.9586,73.2483,0.566372,0,0.566372
641,43553,43553,61593,0,1.48655,46.7968,38.8008,40.8973,73.2668,0.567257,0,0.567257
642,53224,53224,75270,0,1.49222,46.8777,38.8015,40.8383,73.2861,0.568142,0,0.568142
643,46069,46069,65151,0,1.50181,46.9585,38.808,40.7799,73.3087,0.569027,0,0.569027
644,29432,29432,41623,0,1.5136,47.0391,38.821,40.722,73.335,0.569911,0,0.569911
645,12796,12796,18096,0,1.5254,47.1206,38.835,40.6656,73.3635,0.570796,0,0.570796
646,75453,75453,106706,0,1.53847,47.2035,38.8475,40.611,73.3931,0.571681,0,0.571681
647,75633,75633,106961,0,1.55293,47.2866,38.8627,40.5575,73.4251,0.572566,0,0.572566
648,70113,70113,99154,0,1.56815,47.3709,38.8812,40.5066,73.4611,0.573451,0,0.573451
649,55779,55779,78883,0,1.58451,47.4548,38.9062,40.4583,73.5019,0.574336,0,0.574336
650,39816,46614,61303,0.460861,1.59994,47.5348,38.9419,40.4101,73.5459,0.575221,0,0.575221
651,30536,35907,47135,0.794909,1.61529,47.613,38.9792,40.36,73.5888,0.576106,0,0.576106
652,32779,44233,55054,0.686077,1.63062,47.6873,39.0153,40.3037,73.6252,0.576991,0,0.576991
653,47407,47407,67043,0,1.64498,47.7594,39.059,40.2499,73.6656,0.577876,0,0.577876
654,44689,44689,63199,0,1.65992,47.8283,39.1073,40.1956,73.7063,0.578761,0,0.578761
655,41970,41970,59354,0,1.67485,47.8938,39.1601,40.1411,73.7471,0.579646,0,0.579646
656,39251,39251,55509,0,1.68979,47.9573,39.2174,40.0892,73.7906,0.580531,0,0.580531
657,21966,21966,31064,0,1.70378,48.0215,39.2723,40.0358,73.8325,0.581416,0,0.581416
658,28019,28019,39624,0,1.71198,48.0791,39.3292,39.9779,73.8689,0.582301,0,0.582301
659,34296,34296,48501,0,1.71993,48.1285,39.3938,39.9198,73.9041,0.583186,0,0.583186
660,40574,40574,57380,0,1.72787,48.1747,39.4605,39.86,73.9374,0.584071,0,0.584071
661,36771,36771,52002,0,1.73235,48.2219,39.5237,39.797,73.9681,0.584956,0,0.584956
662,23551,23551,33306,0,1.73358,48.2681,39.5838,39.7308,73.9947,0.585841,0,0.585841
663,10332,10332,14611,0,1.73481,48.3041,39.6465,39.6624,74.0151,0.586726,0,0.586726
664,33494,31413,45919,0.318841,1.72413,48.3229,39.7149,39.5921,74.0265,0.587611,0,0.587611
665,57210,55821,79931,0.10087,1.71105,48.3415,39.7784,39.5172,74.0327,0.588496,0,0.588496
666,57210,44031,72192,0.95745,1.69994,48.3579,39.8398,39.4399,74.0351,0.589381,0,0.589381
667,36420,36420,51505,0,1.68958,48.3739,39.9082,39.3689,74.0446,0.590266,0,0.590266
668,24978,24978,35324,0,1.67956,48.3857,39.9778,39.298,74.0522,0.59115,0,0.59115
669,11091,9725,14750,0.0322558,1.67004,48.3962,40.0425,39.2224,74.0539,0.592035,0,0.592035
670,38959,15819,42048,0.546073,1.66288,48.4113,40.1127,39.1528,74.0651,0.59292,0,0.59292
671,42343,38047,56925,0.101386,1.65176,48.4232,40.1892,39.0894,74.0808,0.593805,0,0.593805
672,39117,46092,60453,0.079878,1.64555,48.428,40.2655,39.0248,74.0913,0.59469,0,0.59469
673,33939,49949,60388,0.183346,1.64078,48.4279,40.3413,38.959,74.0978,0.595575,0,0.595575
674,28761,53806,61010,0.286814,1.63601,48.4273,40.4194,38.8965,74.1072,0.59646,0,0.59646
675,54958,54958,77722,0,1.63007,48.4299,40.5025,38.8412,74.1252,0.597345,0,0.597345
676,49765,49765,70378,0,1.62068,48.4262,40.5894,38.7918,74.1445,0.59823,0,0.59823
677,44571,44571,63032,0,1.6113,48.4143,40.6786,38.7472,74.1622,0.599115,0,0.599115
678,40977,37647,55645,0.000280237,1.60214,48.397,40.7691,38.7069,74.1796,0.6,0,0.6
679,44209,23345,49994,0.00175587,1.59391,48.3757,40.86,38.6702,74.1966,0.600885,0,0.600885
680,47441,9042,48294,0.00323151,1.58568,48.3488,40.9499,38.6357,74.2106,0.60177,0,0.60177
681,11909,10600,15943,0.574005,1.57769,48.3151,41.0376,38.6015,74.2193,0.602655,0,0.602655
682,34689,27810,44460,0.584022,1.57268,48.2824,41.1254,38.5661,74.2283,0.60354,0,0.60354
683,72854,44776,85513,0.413378,1.56808,48.252,41.216,38.5367,74.2434,0.604425,0,0.604425
684,69385,47632,84161,0.335703,1.56333,48.2196,41.3081,38.5149,74.2623,0.60531,0,0.60531
685,64406,51213,82285,0.203597,1.56008,48.184,41.3986,38.491,74.2772,0.606195,0,0.606195
686,59426,54794,80832,0.0714905,1.55683,48.1437,41.4867,38.4659,74.2872,0.60708,0,0.60708
687,59455,59455,84082,0,1.55561,48.0973,41.5721,38.4405,74.2917,0.607965,0,0.607965
688,65392,65392,92478,0,1.55678,48.0462,41.6558,38.4186,74.2942,0.60885,0,0.60885
689,71328,71328,100873,0,1.55795,47.9951,41.7409,38.4077,74.3033,0.609735,0,0.609735
690,69990,57245,90418,0.178161,1.55976,47.9465,41.8281,38.402,74.318,0.610619,0,0.610619
691,67674,37633,77433,0.419957,1.56351,47.8969,41.9138,38.3862,74.3262,0.611504,0,0.611504
692,65357,18020,67795,0.661753,1.56726,47.8433,41.9966,38.3684,74.3292,0.612389,0,0.612389
693,60571,19201,63541,0.578334,1.57096,47.7828,42.0753,38.3566,74.3287,0.613274,0,0.613274
694,54208,33664,63810,0.287185,1.57462,47.7169,42.1506,38.3533,74.3274,0.614159,0,0.614159
695,48103,47838,67840,0.00759417,1.57818,47.6498,42.2252,38.357,74.3286,0.615044,0,0.615044
696,60764,41051,73331,0.565231,1.57458,47.584,42.2999,38.3674,74.3343,0.615929,0,0.615929
697,64953,64953,91857,0.0162235,1.57148,47.5154,42.3703,38.3855,74.3398,0.616814,0,0.616814
698,73671,73671,104186,0.0753278,1.57253,47.4432,42.4393,38.3934,74.3371,0.617699,0,0.617699
699,66778,66775,94436,0.0756951,1.57474,47.3685,42.5042,38.4073,74.3337,0.618584,0,0.618584
700,34522,34521,48820,0.0284097,1.57811,47.2921,42.5655,38.4277,74.3307,0.619469,0,0.619469
701,25538,25538,36116,0,1.5832,47.2134,42.625,38.4442,74.3233,0.620354,0,0.620354
702,48666,48666,68824,0,1.58898,47.1336,42.6832,38.46,74.3142,0.621239,0,0.621239
703,60174,60174,85098,0,1.58724,47.0541,42.7393,38.4841,74.3086,0.622124,0,0.622124
704,68144,31042,74881,0.0684404,1.58793,46.9711,42.7922,38.5002,74.2948,0.623009,0,0.623009
705,43455,25868,50571,0.417531,1.5974,46.8858,42.8444,38.5056,74.2738,0.623894,0,0.623894
706,12054,52079,53455,0.801017,1.60777,46.799,42.894,38.5094,74.2497,0.624779,0,0.624779
707,40708,32461,52065,0.34515,1.62029,46.7085,42.9364,38.5132,74.2192,0.625664,0,0.625664
708,59819,59818,84596,0.103406,1.63097,46.6207,42.984,38.5189,74.1945,0.626549,0,0.626549
709,50376,50375,71241,0.487667,1.63816,46.5316,43.0286,38.5289,74.1696,0.627434,0,0.627434
710,40910,42513,58999,0.840946,1.64522,46.4398,43.0653,38.5451,74.1417,0.628319,0,0.628319
711,31177,52099,60714,0.852333,1.65075,46.3473,43.0959,38.5679,74.1135,0.629204,0,0.629204
712,29668,45619,54417,0.404328,1.65559,46.2575,43.1304,38.5951,74.0916,0.630089,0,0.630089
713,38437,36877,53266,0.243708,1.65927,46.1696,43.1662,38.6267,74.0741,0.630973,0,0.630973
714,44485,40728,60313,0.586912,1.66308,46.0803,43.1953,38.6614,74.0535,0.631858,0,0.631858
715,51151,45370,68372,0.883007,1.66762,45.9883,43.219,38.6934,74.027,0.632743,0,0.632743
716,53739,51957,74748,0.282532,1.67512,45.8973,43.2436,38.7264,74.002,0.633628,0,0.633628
717,50488,41818,65557,0.951115,1.67012,45.8045,43.2587,38.7587,73.9703,0.634513,0,0.634513
718,51516,30482,59858,0.932237,1.66396,45.71,43.2603,38.7939,73.9312,0.635398,0,0.635398
719,75384,52958,92126,0.168952,1.65698,45.6175,43.2699,38.8306,73.8989,0.636283,0,0.636283
720,62256,52902,81697,0.481313,1.6493,45.5243,43.2776,38.8662,73.8647,0.637168,0,0.637168
721,43469,46433,63604,0.68749,1.64154,45.4312,43.2922,38.8998,73.8336,0.638053,0,0.638053
722,7579,7579,10718,0,1.63426,45.3397,43.3058,38.9375,73.8053,0.638938,0,0.638938
723,17177,17177,24291,0,1.62782,45.2458,43.311,38.9727,73.7693,0.639823,0,0.639823
724,22311,26837,34899,0.152529,1.62089,45.1564,43.3268,39.0137,73.7454,0.640708,0,0.640708
725,21487,30171,37040,0.318121,1.61379,45.0696,43.3449,39.0599,73.7274,0.641593,0,0.641593
726,20514,26508,33518,0.280711,1.60719,44.981,43.3529,39.1058,73.7023,0.642478,0,0.642478
727,14738,23817,28008,0.486898,1.60176,44.8936,43.3669,39.1524,73.682,0.643363,0,0.643363
728,16952,20221,26386,0.918437,1.59743,44.8091,43.3848,39.2028,73.6679,0.644248,0,0.644248
729,52560,13586,54287,0.815749,1.5912,44.7274,43.3999,39.2583,73.6566,0.645133,0,0.645133
730,34057,19162,39077,0.311746,1.5844,44.6482,43.4249,39.3142,73.6532,0.646018,0,0.646018
731,22612,22617,31981,0.676288,1.578,44.5689,43.4443,39.3719,73.6474,0.646903,0,0.646903
732,23431,25691,34771,0.0642055,1.5738,44.4877,43.4629,39.4272,73.6389,0.647788,0,0.647788
733,24424,29449,38259,0.142756,1.56993,44.4061,43.4848,39.4809,73.6313,0.648673,0,0.648673
734,28278,29412,40800,0.544879,1.56603,44.328,43.501,39.5413,73.6262,0.649558,0,0.649558
735,26514,27114,37923,0.288002,1.56267,44.2503,43.5214,39.601,73.6236,0.650442,0,0.650442
736,24750,24815,35047,0.0311247,1.5593,44.1738,43.549,39.6594,73.6255,0.651327,0,0.651327
737,21616,21616,30569,0,1.55624,44.1005,43.5834,39.7183,73.6336,0.652212,0,0.652212
738,20313,20313,28726,0,1.55312,44.032,43.6147,39.7838,73.6465,0.653097,0,0.653097
739,19694,19694,27851,0,1.54997,43.9652,43.6432,39.8527,73.6607,0.653982,0,0.653982
740,29050,29050,41082,0,1.5504,43.8954,43.6752,39.9172,73.673,0.654867,0,0.654867
741,41003,41003,57986,0,1.55175,43.8263,43.714,39.9785,73.6882,0.655752,0,0.655752
742,48466,48466,68541,0,1.55191,43.7643,43.7606,40.0415,73.7131,0.656637,0,0.656637
743,58443,58443,82650,0,1.55135,43.6999,43.8032,40.1049,73.7346,0.657522,0,0.657522
744,68420,68420,96760,0,1.55078,43.6326,43.8418,40.1683,73.7523,0.658407,0,0.658407
745,54385,54385,76912,0,1.55485,43.5675,43.8841,40.232,73.7737,0.659292,0,0.659292
746,36913,36913,52202,0,1.55957,43.5061,43.9352,40.2923,73.8008,0.660177,0,0.660177
747,38298,30632,49041,0.137257,1.56486,43.4458,43.9886,40.3513,73.8292,0.661062,0,0.661062
748,42285,37914,56793,0.0782718,1.57479,43.3848,44.0371,40.414,73.8566,0.661947,0,0.661947
749,45644,44047,63431,0.0285838,1.58316,43.3359,44.0831,40.4652,73.8834,0.662692,0,0.662692
750,45644,44047,63431,0.0285838,1.58316,43.3359,44.0831,40.4652,73.8834,0.662692,0,0.662692
751,46273,45195,64682,0.019287,1.58472,43.3268,44.0917,40.4748,73.8884,0.662832,0,0.662832
752,47110,47111,66624,0.353372,1.59463,43.2719,44.1505,40.5346,73.9242,0.663717,0,0.663717
753,46418,46419,65645,0.878428,1.60452,43.2165,44.2057,40.5968,73.9588,0.664602,0,0.664602
754,40257,40257,56931,0.252379,1.61395,43.1634,44.2571,40.6641,73.9955,0.665487,0,0.665487
755,25635,25635,36253,0,1.62506,43.1122,44.3093,40.7325,74.0346,0.666372,0,0.666372
756,14260,14260,20166,0,1.63728,43.0619,44.3623,40.8007,74.0746,0.667257,0,0.667257
757,45724,45724,64663,0,1.65104,43.0167,44.4198,40.8689,74.1203,0.668142,0,0.668142
758,66347,66347,93828,0,1.66661,42.973,44.4807,40.9353,74.1681,0.669027,0,0.669027
759,74372,72822,104087,0.0690529,1.68348,42.9334,44.5455,41.0003,74.22,0.669912,0,0.669912
760,46980,35606,58948,0.962102,1.69263,42.9017,44.6006,41.0776,74.2774,0.670796,0,0.670796
761,35388,35389,50046,0.370458,1.69939,42.8689,44.6614,41.15,74.3351,0.671681,0,0.671681
762,48909,48907,69166,0.487769,1.70396,42.8442,44.7203,41.2267,74.3987,0.672566,0,0.672566
763,41995,53623,68110,0.14045,1.7059,42.8283,44.7742,41.3092,74.4678,0.673451,0,0.673451
764,26906,63921,69352,0.447092,1.70634,42.8262,44.8224,41.3973,74.5444,0.674336,0,0.674336
765,19587,62232,65241,0.462876,1.7096,42.8133,44.8747,41.4815,74.6152,0.675221,0,0.675221
766,16894,45611,48639,0.272134,1.71604,42.7997,44.9323,41.5624,74.687,0.676106,0,0.676106
767,14202,28990,32281,0.0813934,1.72248,42.7929,44.99,41.6438,74.7632,0.676991,0,0.676991
768,14202,28990,32281,0.0813934,1.72248,42.7929,44.99,41.6438,74.7632,0.676991,0,0.676991
769,68656,68657,97094,0.681381,1.72816,42.7924,45.0456,41.727,74.8427,0.677876,0,0.677876
770,67602,65237,93946,0.360932,1.73401,42.7898,45.0967,41.8129,74.92,0.678761,0,0.678761
771,37795,30191,48373,0.55918,1.73988,42.7882,45.1475,41.899,74.9976,0.679646,0,0.679646
772,27159,23952,36212,0.285658,1.74531,42.7913,45.2,41.9842,75.0787,0.680531,0,0.680531
773,22646,12082,25667,0.912084,1.75053,42.7924,45.2467,42.0726,75.1569,0.681416,0,0.681416
774,38929,32475,50696,0.557204,1.75516,42.7976,45.2925,42.1613,75.2371,0.682301,0,0.682301
775,55212,52869,76442,0.202323,1.75979,42.8062,45.3424,42.2477,75.3205,0.683186,0,0.683186
776,48298,64495,80574,0.137035,1.76494,42.8122,45.395,42.3327,75.4032,0.684071,0,0.684071
777,11944,15068,19227,0.0264312,1.76763,42.8203,45.4415,42.4208,75.4853,0.684956,0,0.684956
778,14328,14328,20262,0,1.7681,42.8353,45.4911,42.5064,75.5718,0.685841,0,0.685841
779,16115,16115,22790,0,1.76796,42.8486,45.5376,42.5938,75.6565,0.686726,0,0.686726
780,11064,28949,30991,0.313133,1.76635,42.8641,45.5799,42.6831,75.741,0.687611,0,0.687611
781,50293,58403,77073,0.0538596,1.76289,42.8858,45.6228,42.7708,75.8285,0.688496,0,0.688496
782,34041,32328,46945,0.0990562,1.75694,42.9104,45.6584,42.8609,75.9148,0.689381,0,0.689381
783,27641,27641,39090,0,1.74739,42.9398,45.6897,42.9512,76.0012,0.690265,0,0.690265
784,40828,55059,68545,0.452055,1.73562,42.9655,45.7222,43.0421,76.0866,0.69115,0,0.69115
785,72057,54761,90504,0.547086,1.71905,42.9994,45.7476,43.1325,76.1722,0.692035,0,0.692035
786,18104,18283,25729,0.0990738,1.6994,43.0338,45.7659,43.2247,76.2548,0.69292,0,0.69292
787,18162,19204,26432,0.585197,1.67967,43.0711,45.7859,43.3153,76.3392,0.693805,0,0.693805
788,18974,20336,27813,0.297011,1.66225,43.1162,45.8059,43.4024,76.4261,0.69469,0,0.69469
789,18506,22640,29241,0.543107,1.64901,43.1641,45.827,43.4877,76.5143,0.695575,0,0.695575
790,18785,15355,24262,0.78669,1.63592,43.2135,45.8539,43.5704,76.6053,0.69646,0,0.69646
791,67045,34283,75301,0.523456,1.622,43.2654,45.8773,43.6526,76.6953,0.697345,0,0.697345
792,71564,57882,92042,0.218609,1.60827,43.3207,45.9034,43.7317,76.7872,0.69823,0,0.69823
793,74804,53122,91747,0.0703978,1.59658,43.3767,45.929,43.8107,76.8791,0.699115,0,0.699115
794,71394,12329,72450,0.372572,1.59001,43.4323,45.958,43.8886,76.9721,0.7,0,0.7
795,60691,48265,77542,0.788861,1.58329,43.4886,45.994,43.963,77.0679,0.700885,0,0.700885
796,23905,61706,66174,0.678488,1.57735,43.5452,46.0227,44.0403,77.161,0.70177,0,0.70177
797,43457,66788,79681,0.418763,1.57627,43.5966,46.052,44.1209,77.2535,0.702655,0,0.702655
798,63008,71869,95578,0.159039,1.57518,43.6442,46.0836,44.2031,77.3461,0.70354,0,0.70354
799,73601,73601,104087,0,1.57344,43.6915,46.1143,44.2858,77.4384,0.704425,0,0.704425
800,72704,72706,102820,0.413651,1.56975,43.7459,46.1441,44.3641,77.5317,0.70531,0,0.70531
801,72705,72708,102822,0.586895,1.56581,43.807,46.1747,44.4374,77.6262,0.706195,0,0.706195
802,33159,36264,49138,0.0524435,1.56571,43.8612,46.2096,44.5138,77.7214,0.70708,0,0.70708
803,11038,51027,52207,0.675375,1.5702,43.915,46.2464,44.5897,77.8171,0.707965,0,0.707965
804,45795,45795,64763,0,1.56954,43.9736,46.2803,44.6632,77.9124,0.70885,0,0.70885
805,25631,28182,38094,0.512686,1.56763,44.036,46.3122,44.7346,78.0075,0.709734,0,0.709734
806,32894,34700,47813,0.362846,1.56684,44.1005,46.3498,44.8011,78.1044,0.710619,0,0.710619
807,63695,63695,90078,0,1.56694,44.1625,46.3852,44.871,78.2005,0.711504,0,0.711504
808,59130,59130,83622,0,1.56487,44.2284,46.4172,44.9394,78.296,0.712389,0,0.712389
809,52836,56575,77410,0.146486,1.56385,44.2884,46.45,45.0117,78.3907,0.713274,0,0.713274
810,54465,67209,86507,0.499231,1.56535,44.337,46.4845,45.0923,78.485,0.714159,0,0.714159
811,56410,56410,79775,0,1.5668,44.3929,46.5216,45.1664,78.5812,0.715044,0,0.715044
812,44712,44712,63232,0,1.56398,44.4524,46.5551,45.2395,78.6766,0.715929,0,0.715929
813,33567,33567,47470,0,1.56121,44.5119,46.586,45.3137,78.7712,0.716814,0,0.716814
814,45023,45775,64206,0.012389,1.55998,44.571,46.6151,45.3891,78.8651,0.717699,0,0.717699
815,27006,28587,39326,0.0260617,1.5587,44.628,46.6413,45.467,78.9577,0.718584,0,0.718584
816,27597,49497,56670,0.0354746,1.55555,44.6821,46.6719,45.5451,79.0513,0.719469,0,0.719469
817,31826,36681,48563,0.100777,1.55145,44.7434,46.6976,45.62,79.1443,0.720354,0,0.720354
818,48678,48678,68841,0.0037652,1.54682,44.8034,46.7259,45.6948,79.2381,0.721239,0,0.721239
819,57573,57573,81420,0.269396,1.54413,44.8652,46.7525,45.7689,79.3314,0.722124,0,0.722124
820,66469,66468,94000,0.535026,1.54145,44.9262,46.7755,45.8448,79.4233,0.723009,0,0.723009
821,69047,46411,83195,0.892835,1.54252,44.9882,46.7945,45.9209,79.5135,0.723894,0,0.723894
822,60010,74833,95922,0.317698,1.54183,45.0499,46.8147,45.9971,79.6042,0.724779,0,0.724779
823,59891,78520,98753,0.419226,1.54234,45.1117,46.8375,46.0723,79.6962,0.725664,0,0.725664
824,72506,78521,106876,0.189511,1.54511,45.1732,46.865,46.1465,79.79,0.726549,0,0.726549
825,56598,56600,80043,0.491771,1.54718,45.239,46.887,46.2183,79.8818,0.727434,0,0.727434
826,55964,55964,79145,0.217261,1.5458,45.3044,46.9107,46.2902,79.9743,0.728319,0,0.728319
827,14727,12357,19224,0.253094,1.54261,45.3687,46.9374,46.3619,80.0679,0.729204,0,0.729204
828,24708,21581,32805,0.33403,1.53971,45.434,46.96,46.4344,80.1601,0.730088,0,0.730088
829,61095,45547,76204,0.945282,1.53454,45.5001,46.9869,46.5044,80.2539,0.730973,0,0.730973
830,43404,64402,77662,0.706125,1.52829,45.5617,47.0107,46.5794,80.3462,0.731858,0,0.731858
831,15914,27183,31498,0.408572,1.52172,45.6255,47.0384,46.6512,80.4403,0.732743,0,0.732743
832,45439,61097,76141,0.586906,1.51669,45.6925,47.0602,46.7222,80.5322,0.733628,0,0.733628
833,77382,77369,109425,0.000781556,1.51207,45.7571,47.0823,46.7952,80.6241,0.734513,0,0.734513
834,77382,65375,101300,0.781742,1.50623,45.8204,47.1077,46.8684,80.7174,0.735398,0,0.735398
835,69447,69447,98212,0.106076,1.49979,45.8831,47.1278,46.9437,80.8084,0.736283,0,0.736283
836,60274,64726,88444,0.701443,1.49216,45.9423,47.1539,47.0199,80.9015,0.737168,0,0.737168
837,60791,65048,89032,0.682084,1.49185,45.9449,47.1549,47.0233,80.9056,0.737207,0,0.737207
838,60791,65048,89032,0.682084,1.49185,45.9449,47.1549,47.0233,80.9056,0.737207,0,0.737207
839,72074,72073,101927,0.26001,1.48503,46.0026,47.1762,47.0963,80.9932,0.738053,0,0.738053
